Team,1,2,3,4,5,6,7,8,9,R,H,E,R-9,W-L,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,Game_ID,10,11,12,13,14,15,16,17,18,19
DET,5,0,0,1,0,0,1,3,2,12,13,1,12,W,5,5,5,6,6,6,7,10,12,5,5,0,-1,-2,-5,-4,-1,1,370812106,,,,,,,,,,
CLE,1,0,1,0,0,1,0,0,0,3,7,0,3,W,1,1,2,2,2,3,3,3,3,1,1,2,2,2,3,3,3,3,370812130,,,,,,,,,,
TB,0,0,0,0,0,0,0,0,0,0,4,0,0,L,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-3,-3,-3,-3,370812130,,,,,,,,,,
SF,1,0,0,0,0,0,0,0,0,1,7,0,1,L,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-2,-2,-2,-2,370812120,,,,,,,,,,
WSH,2,0,0,0,0,1,0,0,-,3,11,1,3,W,2,2,2,2,2,3,3,3,3,1,1,1,1,1,2,2,2,2,370812120,,,,,,,,,,
NYM,0,0,0,1,0,0,0,0,0,1,3,0,1,L,0,0,0,1,1,1,1,1,1,0,0,0,1,-1,-1,-1,-2,-2,370812122,,,,,,,,,,
PHI,0,0,0,0,2,0,0,1,-,3,5,0,3,W,0,0,0,0,2,2,2,3,3,0,0,0,-1,1,1,1,2,2,370812122,,,,,,,,,,
KC,1,2,0,0,0,0,0,2,0,5,10,0,5,W,1,3,3,3,3,3,3,5,5,1,3,3,2,2,1,-1,1,1,370812104,,,,,,,,,,
CHW,0,0,0,1,0,1,2,0,0,4,9,0,4,L,0,0,0,1,1,2,4,4,4,-1,-3,-3,-2,-2,-1,1,-1,-1,370812104,,,,,,,,,,
CIN,2,0,0,2,1,0,0,0,0,5,6,0,5,E,2,2,2,4,5,5,5,5,5,-1,-1,-1,1,1,0,0,0,0,370812108,0,,,,,,,,,
MIL,3,0,0,0,1,1,0,0,0,6,12,0,5,E,3,3,3,3,4,5,5,5,5,1,1,1,-1,-1,0,0,0,0,370812108,1,,,,,,,,,
COL,1,0,0,0,1,0,0,1,0,3,9,0,3,L,1,1,1,1,2,2,2,3,3,0,0,0,-3,-2,-2,-2,-1,-1,370812128,,,,,,,,,,
MIA,1,0,0,3,0,0,0,0,-,4,10,2,4,W,1,1,1,4,4,4,4,4,4,0,0,0,3,2,2,2,1,1,370812128,,,,,,,,,,
ATL,2,0,0,0,1,0,0,0,2,5,9,1,5,L,2,2,2,2,3,3,3,3,5,1,0,0,-3,-2,-2,-3,-3,-1,370812124,,,,,,,,,,
STL,1,1,0,3,0,0,1,0,-,6,11,1,6,W,1,2,2,5,5,5,6,6,6,-1,0,0,3,2,2,3,3,1,370812124,,,,,,,,,,
HOU,0,0,0,2,0,1,0,0,0,3,4,0,3,L,0,0,0,2,2,3,3,3,3,0,-3,-3,-2,-4,-5,-5,-5,-5,370812113,,,,,,,,,,
TEX,0,3,0,1,2,2,0,0,-,8,9,2,8,W,0,3,3,4,6,8,8,8,8,0,3,3,2,4,5,5,5,5,370812113,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,2,2,9,1,2,L,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-4,-5,-6,-4,370812129,,,,,,,,,,
ARI,0,0,0,0,0,4,1,1,-,6,12,2,6,W,0,0,0,0,0,4,5,6,6,0,0,0,0,0,4,5,6,4,370812129,,,,,,,,,,
BAL,7,0,0,2,0,0,0,0,3,12,20,1,12,W,7,7,7,9,9,9,9,9,12,5,4,4,6,6,6,6,4,7,370812111,,,,,,,,,,
OAK,2,1,0,0,0,0,0,2,0,5,10,0,5,L,2,3,3,3,3,3,3,5,5,-5,-4,-4,-6,-6,-6,-6,-4,-7,370812111,,,,,,,,,,
LAA,0,0,0,0,1,0,2,3,0,6,8,0,6,W,0,0,0,0,1,1,3,6,6,0,0,-2,-2,-2,-2,0,3,3,370812112,,,,,,,,,,
SEA,0,0,2,0,1,0,0,0,0,3,13,1,3,L,0,0,2,2,3,3,3,3,3,0,0,2,2,2,2,0,-3,-3,370812112,,,,,,,,,,
SD,0,0,1,1,1,0,0,0,0,3,10,0,3,L,0,0,1,2,3,3,3,3,3,-1,-1,0,1,2,-1,-2,-3,-3,370812119,,,,,,,,,,
LAD,1,0,0,0,0,3,1,1,-,6,8,0,6,W,1,1,1,1,1,4,5,6,6,1,1,0,-1,-2,1,2,3,3,370812119,,,,,,,,,,
SF,0,3,0,0,0,0,0,1,0,4,9,0,4,W,0,3,3,3,3,3,3,4,4,0,3,3,3,3,3,3,2,2,370813220,,,,,,,,,,
WSH,0,0,0,0,0,0,0,2,0,2,7,0,2,L,0,0,0,0,0,0,0,2,2,0,-3,-3,-3,-3,-3,-3,-2,-2,370813220,,,,,,,,,,
PIT,1,0,0,0,0,0,0,0,0,1,4,2,1,L,1,1,1,1,1,1,1,1,1,-4,-4,-4,-4,-4,-5,-6,-6,-6,370813114,,,,,,,,,,
TOR,5,0,0,0,0,1,1,0,-,7,7,0,7,W,5,5,5,5,5,6,7,7,7,4,4,4,4,4,5,6,6,6,370813114,,,,,,,,,,
MIN,1,1,2,0,0,0,0,2,0,6,7,2,6,W,1,2,4,4,4,4,4,6,6,1,2,4,3,0,0,0,2,2,370813106,,,,,,,,,,
DET,0,0,0,1,3,0,0,0,0,4,10,0,4,L,0,0,0,1,4,4,4,4,4,-1,-2,-4,-3,0,0,0,-2,-2,370813106,,,,,,,,,,
COL,0,0,3,0,0,0,0,0,0,3,10,0,3,L,0,0,3,3,3,3,3,3,3,0,-2,0,-2,-2,-2,-2,-2,-2,370813128,,,,,,,,,,
MIA,0,2,1,2,0,0,0,0,-,5,8,0,5,W,0,2,3,5,5,5,5,5,5,0,2,0,2,2,2,2,2,2,370813128,,,,,,,,,,
CLE,0,0,0,2,0,1,0,1,0,4,8,0,4,W,0,0,0,2,2,3,3,4,4,0,0,-1,1,1,0,0,1,1,370813130,,,,,,,,,,
TB,0,0,1,0,0,2,0,0,0,3,4,0,3,L,0,0,1,1,1,3,3,3,3,0,0,1,-1,-1,0,0,-1,-1,370813130,,,,,,,,,,
NYM,2,0,0,0,2,0,2,0,0,6,12,0,6,W,2,2,2,2,4,4,6,6,6,1,1,1,1,2,2,4,4,4,370813122,,,,,,,,,,
PHI,1,0,0,0,1,0,0,0,0,2,7,1,2,L,1,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-2,-2,-4,-4,-4,370813122,,,,,,,,,,
KC,0,4,4,0,0,4,0,2,0,14,16,1,14,W,0,4,8,8,8,12,12,14,14,0,4,8,8,5,9,6,8,8,370813104,,,,,,,,,,
CHW,0,0,0,0,3,0,3,0,0,6,9,2,6,L,0,0,0,0,3,3,6,6,6,0,-4,-8,-8,-5,-9,-6,-8,-8,370813104,,,,,,,,,,
CIN,0,0,0,2,0,2,0,0,0,4,8,1,4,L,0,0,0,2,2,4,4,4,4,-3,-3,-3,-2,-5,-3,-3,-3,-3,370813108,,,,,,,,,,
MIL,3,0,0,1,3,0,0,0,-,7,8,1,7,W,3,3,3,4,7,7,7,7,7,3,3,3,2,5,3,3,3,3,370813108,,,,,,,,,,
ATL,0,0,0,2,2,0,1,0,1,6,12,0,6,W,0,0,0,2,4,4,5,5,6,0,0,0,2,4,4,4,2,3,370813124,,,,,,,,,,
STL,0,0,0,0,0,0,1,2,0,3,11,0,3,L,0,0,0,0,0,0,1,3,3,0,0,0,-2,-4,-4,-4,-2,-3,370813124,,,,,,,,,,
HOU,0,0,0,1,0,0,1,0,0,2,6,1,2,W,0,0,0,1,1,1,2,2,2,0,0,0,1,1,0,1,1,1,370813113,,,,,,,,,,
TEX,0,0,0,0,0,1,0,0,0,1,7,0,1,L,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,0,-1,-1,-1,370813113,,,,,,,,,,
BAL,1,1,0,0,0,0,0,1,0,3,10,1,3,L,1,2,2,2,2,2,2,3,3,1,2,2,-3,-4,-4,-6,-6,-6,370813111,,,,,,,,,,
OAK,0,0,0,5,1,0,2,1,-,9,8,0,9,W,0,0,0,5,6,6,8,9,9,-1,-2,-2,3,4,4,6,6,6,370813111,,,,,,,,,,
LAA,0,0,1,0,3,0,0,0,0,4,6,0,4,W,0,0,1,1,4,4,4,4,4,-1,-1,0,0,3,3,3,3,2,370813112,,,,,,,,,,
SEA,1,0,0,0,0,0,0,0,1,2,8,1,2,L,1,1,1,1,1,1,1,1,2,1,1,0,0,-3,-3,-3,-3,-2,370813112,,,,,,,,,,
SD,2,0,0,0,0,2,0,0,0,4,5,1,4,L,2,2,2,2,2,4,4,4,4,2,2,2,-3,-3,-1,-1,-2,-2,370813119,,,,,,,,,,
LAD,0,0,0,5,0,0,0,1,-,6,5,1,6,W,0,0,0,5,5,5,5,6,6,-2,-2,-2,3,3,1,1,2,2,370813119,,,,,,,,,,
CHC,1,1,0,0,0,0,0,4,1,7,9,0,7,W,1,2,2,2,2,2,2,6,7,1,2,2,2,1,1,1,5,5,370813129,,,,,,,,,,
ARI,0,0,0,0,1,0,0,0,1,2,4,1,2,L,0,0,0,0,1,1,1,1,2,-1,-2,-2,-2,-1,-1,-1,-5,-5,370813129,,,,,,,,,,
SF,0,0,0,1,0,0,1,0,0,2,6,2,2,E,0,0,0,1,1,1,2,2,2,0,0,-1,0,0,-1,0,0,0,370813320,0,0,,,,,,,,
WSH,0,0,1,0,0,1,0,0,0,6,11,0,2,E,0,0,1,1,1,2,2,2,2,0,0,1,0,0,1,0,0,0,370813320,0,4,,,,,,,,
BOS,0,0,0,0,1,0,0,0,1,3,4,0,2,E,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,-1,0,370813110,1,,,,,,,,,
NYY,0,0,0,0,1,0,0,1,0,2,5,0,2,E,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,370813110,0,,,,,,,,,
CLE,0,3,0,0,2,2,0,0,0,7,10,1,7,W,0,3,3,3,5,7,7,7,7,0,2,1,0,2,4,4,4,4,370814102,,,,,,,,,,
BOS,0,1,1,1,0,0,0,0,0,3,8,1,3,L,0,1,2,3,3,3,3,3,3,0,-2,-1,0,-2,-4,-4,-4,-4,370814102,,,,,,,,,,
NYM,0,0,2,0,0,0,0,0,0,2,6,0,2,L,0,0,2,2,2,2,2,2,2,0,0,2,1,1,0,0,-2,-2,370814110,,,,,,,,,,
NYY,0,0,0,1,0,1,0,2,-,4,8,0,4,W,0,0,0,1,1,2,2,4,4,0,0,-2,-1,-1,0,0,2,2,370814110,,,,,,,,,,
TB,0,1,0,0,0,0,0,0,0,1,4,0,1,L,0,1,1,1,1,1,1,1,1,-2,-1,-1,-1,-1,-1,-1,-1,-1,370814114,,,,,,,,,,
TOR,2,0,0,0,0,0,0,0,-,2,5,0,2,W,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,370814114,,,,,,,,,,
SF,0,0,3,0,0,0,0,0,0,3,7,0,3,L,0,0,3,3,3,3,3,3,3,-2,-2,0,-2,-3,-3,-5,-5,-5,370814128,,,,,,,,,,
MIA,2,0,1,2,1,0,2,0,-,8,11,0,8,W,2,2,3,5,6,6,8,8,8,2,2,0,2,3,3,5,5,5,370814128,,,,,,,,,,
DET,2,0,0,0,0,0,0,0,0,2,9,2,2,L,2,2,2,2,2,2,2,2,2,0,-1,-2,-3,-3,-4,-4,-4,-4,370814113,,,,,,,,,,
TEX,2,1,1,1,0,1,0,0,-,6,11,0,6,W,2,3,4,5,5,6,6,6,6,0,1,2,3,3,4,4,4,4,370814113,,,,,,,,,,
CIN,0,2,0,0,0,0,0,3,0,5,8,1,5,L,0,2,2,2,2,2,2,5,5,-2,0,0,-5,-5,-5,-11,-10,-10,370814116,,,,,,,,,,
CHC,2,0,0,5,0,0,6,2,-,15,17,1,15,W,2,2,2,7,7,7,13,15,15,2,0,0,5,5,5,11,10,10,370814116,,,,,,,,,,
ATL,0,0,0,0,0,0,0,0,0,0,7,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,370814127,,,,,,,,,,
COL,0,0,0,0,0,0,0,3,-,3,7,0,3,W,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,370814127,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,7,0,0,L,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-2,-2,370814129,,,,,,,,,,
ARI,0,1,0,0,0,1,0,0,-,2,8,1,2,W,0,1,1,1,1,2,2,2,2,0,1,1,1,1,2,2,2,2,370814129,,,,,,,,,,
KC,1,1,0,0,0,4,0,0,0,6,10,1,6,W,1,2,2,2,2,6,6,6,6,0,1,1,1,1,4,4,4,4,370814111,,,,,,,,,,
OAK,1,0,0,0,0,1,0,0,0,2,5,1,2,L,1,1,1,1,1,2,2,2,2,0,-1,-1,-1,-1,-4,-4,-4,-4,370814111,,,,,,,,,,
BAL,1,6,0,0,3,0,1,0,0,11,16,2,11,W,1,7,7,7,10,10,11,11,11,0,6,6,6,8,8,9,9,8,370814112,,,,,,,,,,
SEA,1,0,0,0,1,0,0,0,1,3,8,0,3,L,1,1,1,1,2,2,2,2,3,0,-6,-6,-6,-8,-8,-9,-9,-8,370814112,,,,,,,,,,
PHI,0,0,1,1,0,1,1,0,0,4,11,1,4,L,0,0,1,2,2,3,4,4,4,0,-1,0,0,0,-3,-3,-3,-3,370814125,,,,,,,,,,
SD,0,1,0,1,0,4,1,0,-,7,10,1,7,W,0,1,1,2,2,6,7,7,7,0,1,0,0,0,3,3,3,3,370814125,,,,,,,,,,
HOU,0,5,2,1,0,0,0,0,1,9,13,1,9,W,0,5,7,8,8,8,8,8,9,0,5,7,5,4,4,4,4,5,370815129,,,,,,,,,,
ARI,0,0,0,3,1,0,0,0,0,4,8,0,4,L,0,0,0,3,4,4,4,4,4,0,-5,-7,-5,-4,-4,-4,-4,-5,370815129,,,,,,,,,,
NYM,0,0,0,0,0,0,2,0,2,4,7,0,4,L,0,0,0,0,0,0,2,2,4,0,0,-1,-3,-3,-4,-2,-3,-1,370815110,,,,,,,,,,
NYY,0,0,1,2,0,1,0,1,-,5,10,0,5,W,0,0,1,3,3,4,4,5,5,0,0,1,3,3,4,2,3,1,370815110,,,,,,,,,,
LAA,0,0,0,0,0,0,0,1,0,1,3,1,1,L,0,0,0,0,0,0,0,1,1,0,0,-1,-1,-2,-3,-3,-2,-2,370815120,,,,,,,,,,
WSH,0,0,1,0,1,1,0,0,-,3,9,0,3,W,0,0,1,1,2,3,3,3,3,0,0,1,1,2,3,3,2,2,370815120,,,,,,,,,,
TB,0,0,2,2,2,0,0,0,0,6,13,1,6,W,0,0,2,4,6,6,6,6,6,0,-1,1,3,2,2,2,2,2,370815114,,,,,,,,,,
TOR,0,1,0,0,3,0,0,0,0,4,8,2,4,L,0,1,1,1,4,4,4,4,4,0,1,-1,-3,-2,-2,-2,-2,-2,370815114,,,,,,,,,,
TB,0,0,2,2,2,0,0,0,0,6,13,1,6,W,0,0,2,4,6,6,6,6,6,0,-1,1,3,2,2,2,2,2,400907837,,,,,,,,,,
TOR,0,1,0,0,3,0,0,0,0,4,8,2,4,L,0,1,1,1,4,4,4,4,4,0,1,-1,-3,-2,-2,-2,-2,-2,400907837,,,,,,,,,,
STL,0,0,0,0,0,3,0,1,0,4,10,1,4,L,0,0,0,0,0,3,3,4,4,-1,-1,-1,-1,-9,-7,-7,-6,-6,370815102,,,,,,,,,,
BOS,1,0,0,0,8,1,0,0,-,10,15,0,10,W,1,1,1,1,9,10,10,10,10,1,1,1,1,9,7,7,6,6,370815102,,,,,,,,,,
SF,0,0,2,0,1,0,3,1,2,9,14,1,9,W,0,0,2,2,3,3,6,7,9,-1,-1,-1,-2,-1,-1,2,3,5,370815128,,,,,,,,,,
MIA,1,0,2,1,0,0,0,0,0,4,12,2,4,L,1,1,3,4,4,4,4,4,4,1,1,1,2,1,1,-2,-3,-5,370815128,,,,,,,,,,
PIT,0,0,0,0,0,1,0,0,0,1,6,1,1,L,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,-2,-2,-2,370815108,,,,,,,,,,
MIL,0,1,0,0,0,1,1,0,-,3,7,0,3,W,0,1,1,1,1,2,3,3,3,0,1,1,1,1,1,2,2,2,370815108,,,,,,,,,,
DET,0,1,0,0,0,0,2,0,1,4,10,1,4,L,0,1,1,1,1,1,3,3,4,0,1,0,-4,-4,-4,-3,-7,-6,370815113,,,,,,,,,,
TEX,0,0,1,4,0,0,1,4,-,10,11,0,10,W,0,0,1,5,5,5,6,10,10,0,-1,0,4,4,4,3,7,6,370815113,,,,,,,,,,
CIN,0,0,0,0,0,0,0,1,1,2,8,0,2,W,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,370815116,,,,,,,,,,
CHC,0,0,0,0,0,0,0,0,1,1,7,0,1,L,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,370815116,,,,,,,,,,
CLE,0,0,0,1,2,0,3,0,2,8,11,0,8,W,0,0,0,1,3,3,6,6,8,0,-1,-1,0,2,2,5,5,7,370815109,,,,,,,,,,
MIN,0,1,0,0,0,0,0,0,0,1,3,0,1,L,0,1,1,1,1,1,1,1,1,0,1,1,0,-2,-2,-5,-5,-7,370815109,,,,,,,,,,
ATL,0,2,0,0,0,1,0,1,0,4,6,0,4,W,0,2,2,2,2,3,3,4,4,-1,1,1,0,-1,0,0,1,1,370815127,,,,,,,,,,
COL,1,0,0,1,1,0,0,0,0,3,6,1,3,L,1,1,1,2,3,3,3,3,3,1,-1,-1,0,1,0,0,-1,-1,370815127,,,,,,,,,,
KC,3,0,0,0,0,0,0,5,0,8,8,0,8,L,3,3,3,3,3,3,3,8,8,2,1,-1,-1,-1,-1,-1,-2,-2,370815111,,,,,,,,,,
OAK,1,1,2,0,0,0,0,6,-,10,14,0,10,W,1,2,4,4,4,4,4,10,10,-2,-1,1,1,1,1,1,2,2,370815111,,,,,,,,,,
BAL,1,0,0,0,0,0,0,0,0,1,6,0,1,L,1,1,1,1,1,1,1,1,1,1,1,1,0,-2,-2,-2,-2,-2,370815112,,,,,,,,,,
SEA,0,0,0,1,2,0,0,0,-,3,7,0,3,W,0,0,0,1,3,3,3,3,3,-1,-1,-1,0,2,2,2,2,2,370815112,,,,,,,,,,
CHW,1,0,0,0,0,0,0,0,0,1,6,0,1,L,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-5,-5,370815119,,,,,,,,,,
LAD,0,0,0,0,0,1,0,5,-,6,9,0,6,W,0,0,0,0,0,1,1,6,6,-1,-1,-1,-1,-1,0,0,5,5,370815119,,,,,,,,,,
PHI,0,0,0,0,2,0,0,0,2,4,6,2,4,L,0,0,0,0,2,2,2,2,4,-3,-3,-3,-4,-6,-6,-6,-6,-4,370815125,,,,,,,,,,
SD,3,0,0,1,4,0,0,0,-,8,8,0,8,W,3,3,3,4,8,8,8,8,8,3,3,3,4,6,6,6,6,4,370815125,,,,,,,,,,
LAA,0,0,0,0,1,2,0,0,0,3,4,1,3,W,0,0,0,0,1,3,3,3,3,-2,-2,-2,-2,-1,1,1,1,1,370816120,,,,,,,,,,
WSH,2,0,0,0,0,0,0,0,0,2,6,0,2,L,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-1,-1,-1,-1,370816120,,,,,,,,,,
SF,0,0,1,0,0,0,0,0,0,1,8,2,1,L,0,0,1,1,1,1,1,1,1,-4,-4,-4,-4,-6,-6,-7,-7,-7,370816128,,,,,,,,,,
MIA,4,0,1,0,2,0,1,0,-,8,10,1,8,W,4,4,5,5,7,7,8,8,8,4,4,4,4,6,6,7,7,7,370816128,,,,,,,,,,
PIT,1,0,3,0,0,0,1,1,0,6,11,0,6,L,1,1,4,4,4,4,5,6,6,1,1,1,1,1,0,0,-1,-1,370816108,,,,,,,,,,
MIL,0,0,3,0,0,1,1,2,-,7,8,2,7,W,0,0,3,3,3,4,5,7,7,-1,-1,-1,-1,-1,0,0,1,1,370816108,,,,,,,,,,
KC,1,0,0,3,1,0,0,1,1,7,14,1,7,W,1,1,1,4,5,5,5,6,7,1,1,-1,2,1,1,1,0,1,370816111,,,,,,,,,,
OAK,0,0,2,0,2,0,0,2,0,6,12,1,6,L,0,0,2,2,4,4,4,6,6,-1,-1,1,-2,-1,-1,-1,0,-1,370816111,,,,,,,,,,
BAL,1,0,0,0,3,0,0,0,2,6,12,0,6,L,1,1,1,1,4,4,4,4,6,1,1,0,-2,-2,-3,-3,-3,-1,370816112,,,,,,,,,,
SEA,0,0,1,2,3,1,0,0,-,7,15,0,7,W,0,0,1,3,6,7,7,7,7,-1,-1,0,2,2,3,3,3,1,370816112,,,,,,,,,,
PHI,0,0,0,0,0,0,0,0,0,0,3,0,0,L,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-3,-3,-3,-3,370816125,,,,,,,,,,
SD,0,0,0,2,0,1,0,0,-,3,7,1,3,W,0,0,0,2,2,3,3,3,3,0,0,0,2,2,3,3,3,3,370816125,,,,,,,,,,
NYY,0,1,0,1,0,1,2,0,0,5,8,0,5,W,0,1,1,2,2,3,5,5,5,-1,0,0,1,0,0,2,2,2,370816121,,,,,,,,,,
NYM,1,0,0,0,1,1,0,0,0,3,6,0,3,L,1,1,1,1,2,3,3,3,3,1,0,0,-1,0,0,-2,-2,-2,370816121,,,,,,,,,,
TB,0,0,0,0,1,0,1,0,0,2,7,0,2,L,0,0,0,0,1,1,2,2,2,0,0,-1,-2,-1,-2,-1,-1,-1,370816114,,,,,,,,,,
TOR,0,0,1,1,0,1,0,0,-,3,7,0,3,W,0,0,1,2,2,3,3,3,3,0,0,1,2,1,2,1,1,1,370816114,,,,,,,,,,
STL,0,4,0,0,0,0,0,0,0,4,10,1,4,L,0,4,4,4,4,4,4,4,4,0,4,2,2,2,2,2,2,-1,370816102,,,,,,,,,,
BOS,0,0,2,0,0,0,0,0,3,5,9,2,5,W,0,0,2,2,2,2,2,2,5,0,-4,-2,-2,-2,-2,-2,-2,1,370816102,,,,,,,,,,
DET,1,1,2,0,0,0,0,0,2,6,11,3,6,L,1,2,4,4,4,4,4,4,6,1,0,0,0,-1,-5,-6,-8,-6,370816113,,,,,,,,,,
TEX,0,2,2,0,1,4,1,2,-,12,16,1,12,W,0,2,4,4,5,9,10,12,12,-1,0,0,0,1,5,6,8,6,370816113,,,,,,,,,,
CIN,1,0,0,0,0,0,3,2,0,6,9,0,6,L,1,1,1,1,1,1,4,6,6,-3,-3,-4,-4,-4,-5,-2,0,-1,370816116,,,,,,,,,,
CHC,4,0,1,0,0,1,0,0,1,7,8,0,7,W,4,4,5,5,5,6,6,6,7,3,3,4,4,4,5,2,0,1,370816116,,,,,,,,,,
ARI,0,0,1,0,0,0,0,3,1,5,9,1,5,L,0,0,1,1,1,1,1,4,5,0,-1,-2,-4,-4,-4,-4,-5,-4,370816118,,,,,,,,,,
HOU,0,1,2,2,0,0,0,4,-,9,16,0,9,W,0,1,3,5,5,5,5,9,9,0,1,2,4,4,4,4,5,4,370816118,,,,,,,,,,
ATL,0,0,0,0,0,2,0,0,0,2,7,0,2,L,0,0,0,0,0,2,2,2,2,-2,-5,-6,-11,-14,-12,-15,-15,-15,370816127,,,,,,,,,,
COL,2,3,1,5,3,0,3,0,-,17,18,0,17,W,2,5,6,11,14,14,17,17,17,2,5,6,11,14,12,15,15,15,370816127,,,,,,,,,,
CHW,1,0,0,1,0,1,0,1,0,4,12,0,4,L,1,1,1,2,2,3,3,4,4,1,0,0,0,0,1,1,2,-1,370816119,,,,,,,,,,
LAD,0,1,0,1,0,0,0,0,3,5,9,0,5,W,0,1,1,2,2,2,2,2,5,-1,0,0,0,0,-1,-1,-2,1,370816119,,,,,,,,,,
CLE,2,1,0,0,0,0,0,4,2,9,14,0,9,W,2,3,3,3,3,3,3,7,9,2,2,2,2,2,2,1,4,6,370817209,,,,,,,,,,
MIN,0,1,0,0,0,0,1,1,0,3,10,1,3,L,0,1,1,1,1,1,2,3,3,-2,-2,-2,-2,-2,-2,-1,-4,-6,370817209,,,,,,,,,,
ARI,0,0,1,1,0,1,0,1,0,4,10,3,4,W,0,0,1,2,2,3,3,4,4,0,0,1,2,2,3,3,4,4,370817118,,,,,,,,,,
HOU,0,0,0,0,0,0,0,0,0,0,4,2,0,L,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-2,-3,-3,-4,-4,370817118,,,,,,,,,,
CIN,0,9,0,0,0,0,2,1,1,13,12,0,13,W,0,9,9,9,9,9,11,12,13,0,8,8,3,0,0,1,2,3,370817116,,,,,,,,,,
CHC,0,1,0,5,3,0,1,0,0,10,13,1,10,L,0,1,1,6,9,9,10,10,10,0,-8,-8,-3,0,0,-1,-2,-3,370817116,,,,,,,,,,
ATL,0,1,1,0,2,0,6,0,0,10,12,1,10,W,0,1,2,2,4,4,10,10,10,0,-1,0,0,2,2,7,7,6,370817127,,,,,,,,,,
COL,0,2,0,0,0,0,1,0,1,4,9,0,4,L,0,2,2,2,2,2,3,3,4,0,1,0,0,-2,-2,-7,-7,-6,370817127,,,,,,,,,,
TB,0,0,0,1,0,1,0,1,0,3,11,0,3,L,0,0,0,1,1,2,2,3,3,-1,-1,-2,-1,-2,-1,-1,-2,-2,370817114,,,,,,,,,,
TOR,1,0,1,0,1,0,0,2,-,5,6,0,5,W,1,1,2,2,3,3,3,5,5,1,1,2,1,2,1,1,2,2,370817114,,,,,,,,,,
STL,0,1,0,1,2,0,3,0,4,11,15,1,11,W,0,1,1,2,4,4,7,7,11,-2,-1,-4,-3,-1,-1,2,2,4,370817123,,,,,,,,,,
PIT,2,0,3,0,0,0,0,0,2,7,15,0,7,L,2,2,5,5,5,5,5,5,7,2,1,4,3,1,1,-2,-2,-4,370817123,,,,,,,,,,
NYY,3,0,0,4,0,0,0,0,0,7,9,1,7,W,3,3,3,7,7,7,7,7,7,3,3,3,7,7,7,6,6,2,370817121,,,,,,,,,,
NYM,0,0,0,0,0,0,1,0,4,5,7,1,5,L,0,0,0,0,0,0,1,1,5,-3,-3,-3,-7,-7,-7,-6,-6,-2,370817121,,,,,,,,,,
CLE,0,0,0,1,0,0,1,0,0,2,3,1,2,L,0,0,0,1,1,1,2,2,2,0,0,-1,-1,-1,-1,-1,-2,-2,370817309,,,,,,,,,,
MIN,0,0,1,1,0,0,1,1,-,4,13,0,4,W,0,0,1,2,2,2,3,4,4,0,0,1,1,1,1,1,2,2,370817309,,,,,,,,,,
CHW,1,0,3,1,0,0,2,0,1,8,10,1,8,L,1,1,4,5,5,5,7,7,8,1,1,0,1,-3,-3,-2,-2,-1,370817113,,,,,,,,,,
TEX,0,0,4,0,4,0,1,0,-,9,8,1,9,W,0,0,4,4,8,8,9,9,9,-1,-1,0,-1,3,3,2,2,1,370817113,,,,,,,,,,
WSH,0,0,1,0,0,0,0,1,0,2,4,0,2,W,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,1,1,370817125,,,,,,,,,,
SD,0,0,1,0,0,0,0,0,0,1,8,0,1,L,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1,-1,370817125,,,,,,,,,,
PHI,0,0,0,0,1,3,0,0,0,4,9,0,4,L,0,0,0,0,1,4,4,4,4,0,0,-2,-2,-4,-1,-1,-1,-1,370817126,,,,,,,,,,
SF,0,0,2,0,3,0,0,0,-,5,9,0,5,W,0,0,2,2,5,5,5,5,5,0,0,2,2,4,1,1,1,1,370817126,,,,,,,,,,
TOR,1,0,0,0,0,0,0,3,0,4,10,0,4,L,1,1,1,1,1,1,1,4,4,1,-2,-2,-2,-4,-4,-4,-3,-3,370818116,,,,,,,,,,
